pl_rade,pl_orbper,pl_orbsmax,pl_eqt,pl_dens,st_teff,st_lum,st_met,habitability_score,stellar_compatibility,orbital_stability,star_F,star_G,star_K,target
2.37,61.03944540249999,0.792,288.0,1.3275000000000001,5317.89,-0.08333499999999999,0.23500000000000004,0.48445354638418275,0.4626220914426473,0.41554684107299344,False,True,False,0
2.37,61.03944540249999,0.7708,288.0,1.3275000000000001,5172.0,-0.08333499999999999,0.23500000000000004,0.48088421900170386,0.4623614747093774,0.40840818630803566,False,False,True,0
2.37,61.03944540249999,0.802,288.0,1.3275000000000001,5198.0,-0.08333499999999999,0.23500000000000004,0.4861810392254524,0.4623983366783169,0.41900182675553277,False,False,True,0
2.37,61.03944540249999,2.2,288.0,1.3275000000000001,4978.0,-0.08333499999999999,-0.13,0.39113626763644044,0.46216197120572566,0.22891228357750878,False,False,True,0
2.37,61.03944540249999,2.18,288.0,1.3275000000000001,5591.68,-0.08333499999999999,0.0168,0.3921788030826456,0.4642069806070106,0.23099735446991912,False,True,False,0
2.37,61.03944540249999,2.11,288.0,1.3275000000000001,4938.0,-0.08333499999999999,0.0168,0.3959833163223517,0.46213228180142873,0.2386063809493313,False,False,True,0
2.37,61.03944540249999,2.028,288.0,1.3275000000000001,4941.0,-0.08333499999999999,-0.17,0.400774065735777,0.4621344101915995,0.24818787977618192,False,False,True,0
2.37,4.215,0.050201,288.0,1.3275000000000001,5577.0,-0.08333499999999999,-0.01,0.405718248557644,0.4640129990051348,0.2578187254074074,False,True,False,0
2.37,4.21487,0.04956,288.0,1.3275000000000001,5585.57,-0.08333499999999999,0.0275,0.4056761103945314,0.4641226659197144,0.25773444858457606,False,True,False,0
2.37,38.021,0.2175,288.0,1.3275000000000001,5577.0,-0.08333499999999999,-0.01,0.4177523584180291,0.4640129990051348,0.282029396684212,False,True,False,0
